ID_Cliente,Edad,Ingreso_Anual_COP,Gasto_Anual_COP,Nivel_Educacion
1268,25,48695290.0,15237576,Profesional
1269,27,48656550.0,22037522,Técnico
1270,47,38404939.0,19969397,Profesional
1271,45,25028710.0,9587548,Técnico
1272,41,43471629.0,29463527,Técnico
1273,24,28651710.0,5994704,Profesional
1274,31,17465721.0,8525908,Bachillerato
1275,47,24521578.0,1842636,Bachillerato
1276,36,31295079.0,3667435,
1277,58,47290303.0,12427150,Profesional
1278,38,27369610.0,17574577,Posgrado
1279,36,16388797.0,4035545,Profesional
1280,31,30863313.0,10918992,Profesional
1281,36,31751037.0,12297570,Profesional
1282,33,32921179.0,20818926,Bachillerato
1283,42,47519166.0,33284278,Bachillerato
1284,44,49931846.0,26649076,Profesional
1285,27,22288970.0,14602259,Técnico
1286,21,,11405209,Bachillerato
1287,18,17833844.0,14659943,Profesional
1288,40,42546824.0,22892019,Profesional
1289,23,,15923469,Técnico
1290,18,25627254.0,9224905,Profesional
1291,38,26588587.0,11321551,Profesional
1292,59,62463891.0,27402760,Profesional
1293,34,38627957.0,11439832,Posgrado
1294,43,37312009.0,19627931,Técnico
1295,35,16539296.0,12693916,Profesional
1296,34,42121631.0,6965292,Posgrado
1297,44,18852192.0,12193197,Profesional
1298,32,17016565.0,5774404,Profesional
1299,37,25224395.0,18214111,Técnico
1300,38,22382983.0,10762970,Profesional
1301,28,26853536.0,14443448,Bachillerato
1302,44,14595402.0,3840032,Posgrado
1303,33,48453546.0,11856257,Profesional
1304,27,52722406.0,23522302,Posgrado
1305,40,11330816.0,7779756,Profesional
1306,26,48931740.0,32051055,Bachillerato
1307,35,,9658372,Bachillerato
1308,34,47567511.0,9216788,Posgrado
1309,45,28990672.0,16091441,Técnico
1310,39,30434753.0,12312815,Técnico
1311,34,27348141.0,1000000,Profesional
1312,43,54996084.0,7513645,Técnico
1313,48,16141657.0,1000000,Profesional
1314,40,40654826.0,27757464,Profesional
1315,35,52032184.0,16918257,Profesional
1316,21,42921266.0,8849749,Posgrado
1317,24,95923100.0,65762293,Bachillerato
1318,31,23028302.0,13043958,Técnico
1319,28,48416941.0,6366092,Técnico
1320,33,28450111.0,11954793,Posgrado
1321,35,55584279.0,12533316,Técnico
1322,40,29884886.0,2101345,Técnico
1323,34,24711271.0,3050068,Profesional
1324,39,57640963.0,26385988,Técnico
1325,35,23462805.0,5324257,Posgrado
1326,18,14803068.0,7437794,Posgrado
1327,25,23168044.0,15525617,Profesional
1328,33,40882980.0,5688619,Profesional
1329,22,60172579.0,35138443,Bachillerato
1330,40,31714121.0,6084269,Profesional
1331,50,57991469.0,20202715,Profesional
1332,47,15212385.0,9091824,Técnico
1333,32,24036311.0,4308621,Bachillerato
1334,49,25969163.0,1114338,Posgrado
1335,36,28329896.0,15937630,Técnico
1336,31,31288310.0,14418949,Profesional
1337,28,42378995.0,20570654,Bachillerato
1338,31,24017769.0,11207731,Técnico
1339,31,32159623.0,10709406,Profesional
1340,36,29330734.0,18804306,Técnico
1341,36,18882818.0,12660248,Profesional
1342,35,28342545.0,21217274,Bachillerato
1343,39,27920679.0,14524742,Técnico
1344,46,27623230.0,20533935,Posgrado
1345,44,30480194.0,6342147,Profesional
1346,20,31156850.0,15254857,Posgrado
1347,18,24168491.0,1000000,Posgrado
1348,44,56687557.0,13075764,Posgrado
1349,21,16717516.0,9253620,Posgrado
1350,32,20920139.0,2623615,Bachillerato
1351,23,120443310.0,74911024,Posgrado
1352,18,17853538.0,3893745,Bachillerato
1353,40,15246043.0,1727153,Bachillerato
1354,42,43312260.0,14765544,Bachillerato
1355,29,10618921.0,4862013,Técnico
1356,18,26670562.0,5299691,Profesional
1357,29,87716484.0,41275347,Técnico
1358,38,13856153.0,1345351,Bachillerato
1359,20,,5723339,Profesional
1360,36,14176799.0,3935099,Técnico
1361,34,47010790.0,1000000,Profesional
1362,40,52645762.0,7070945,Técnico
1363,36,23217422.0,8090581,Bachillerato
1364,25,42216181.0,24271286,Técnico
1365,46,60118946.0,42420991,Técnico
1366,33,73322725.0,14730683,
1367,34,26523463.0,9929433,Profesional
1368,25,10000000.0,1000000,Técnico
1369,30,19900759.0,9969690,Técnico
1370,26,24234937.0,7631989,Técnico
1371,33,26356844.0,9606641,Posgrado
1372,52,27310402.0,4783683,Bachillerato
1373,21,52491155.0,7976127,Profesional
1374,18,56736151.0,11917473,
1375,49,27532319.0,21052124,Bachillerato
1376,32,51958214.0,8852673,Posgrado
1377,28,35874547.0,6274881,Profesional
1378,45,30983362.0,7694975,Profesional
1379,28,,5747526,Técnico
1380,53,31103594.0,2182370,Profesional
1381,41,83940059.0,54408822,Técnico
1382,30,14614172.0,3981046,Bachillerato
1383,56,23187467.0,9569514,Profesional
1384,28,28160996.0,6889162,Posgrado
1385,42,37372073.0,23368009,Bachillerato
1386,37,56552964.0,21351203,Profesional
1387,48,29636244.0,1000000,Profesional
1388,50,14732892.0,5503690,Bachillerato
1389,35,45716273.0,13444137,Técnico
1390,27,43758101.0,27130056,Técnico
1391,39,,2821930,Profesional
1392,28,29942992.0,20025897,Profesional
1393,55,13546476.0,11075899,Bachillerato
1394,36,21517613.0,12548722,Profesional
1395,31,19101997.0,10130265,Profesional
1396,36,44962541.0,21809236,Profesional
1397,21,31804648.0,16229642,Bachillerato
1398,25,15774613.0,12120282,Profesional
1399,47,46582752.0,30880360,Posgrado
1400,28,14647863.0,7089475,Técnico
1401,24,35383806.0,15780637,Técnico
1402,40,19969219.0,1000000,Profesional
1403,46,24987078.0,9504289,
1404,42,38603106.0,5359154,Posgrado
1405,44,38936109.0,10459264,Técnico
1406,27,58538339.0,37907357,Bachillerato
1407,20,28791221.0,7562840,Bachillerato
1408,50,34967631.0,15541918,Bachillerato
1409,31,24102816.0,8513818,Bachillerato
1410,32,32857903.0,4611575,Profesional
1411,48,37372696.0,8739463,Bachillerato
1412,40,28561008.0,9701675,
1413,39,12174238.0,1000000,Profesional
1414,56,35407824.0,20758221,Profesional
1415,28,35998530.0,22891459,Técnico
1416,44,21351257.0,7785191,Profesional
1417,35,15784111.0,1000000,Profesional
1418,37,62748643.0,21776548,Bachillerato
1419,50,38356351.0,26483285,Posgrado
1420,40,26753274.0,4376741,Técnico
1421,40,16990951.0,1192162,Bachillerato
1422,45,19891449.0,4801010,Profesional
1423,31,57540703.0,34734869,Profesional
1424,26,32137653.0,15400530,Técnico
1425,24,,8533684,Profesional
1426,18,38707833.0,26774271,Profesional
1427,55,19965350.0,5228436,Profesional
1428,23,63536776.0,34846220,
1429,32,59003552.0,29293471,Posgrado
1430,32,23757786.0,19716944,Técnico
1431,38,21908227.0,13250928,Profesional
1432,43,10000000.0,2981739,Técnico
1433,43,14302108.0,8371136,Profesional
1434,29,15355327.0,454709,Bachillerato
1435,33,32097962.0,3419424,Bachillerato
1436,37,25484757.0,3825085,Profesional
1437,32,15310358.0,11388172,Técnico
1438,51,26065571.0,9874985,Técnico
1439,39,38623695.0,12258376,Profesional
1440,42,39060708.0,12135061,Profesional
1441,41,11604143.0,7134559,Bachillerato
1442,46,28136443.0,7022140,Bachillerato
1443,36,15022168.0,7074704,Posgrado
1444,22,47090050.0,23674101,Profesional
1445,38,44401381.0,11951049,Técnico
1446,28,19147722.0,7088013,Profesional
1447,29,20453924.0,5565575,Profesional
1448,40,23820912.0,5059698,Bachillerato
1449,47,10000000.0,8064085,Bachillerato
1450,35,35487533.0,4536163,
1451,38,26174223.0,15335417,Posgrado
1452,52,48729515.0,3647474,Bachillerato
1453,37,17322266.0,8998106,Bachillerato
1454,61,22013059.0,9364413,Posgrado
1455,40,14124837.0,2879877,Bachillerato
1456,18,18156926.0,11239696,Profesional
1457,42,16613346.0,9303312,Bachillerato
1458,38,49362164.0,27933570,Profesional
1459,47,21159023.0,10591185,Técnico
1460,41,31921674.0,5432658,Bachillerato
1461,33,24799306.0,11809378,Profesional
1462,22,15902315.0,7315089,Profesional
1463,32,30168991.0,3210677,Profesional
1464,26,40477612.0,16423724,Profesional
1465,29,16400596.0,4604736,Profesional
1466,40,44959126.0,17685078,Profesional
1467,51,19615830.0,7845248,Profesional
1468,38,23563653.0,10372443,Profesional
1469,23,39116287.0,8809948,Profesional
1470,39,21530688.0,1960369,Profesional
1471,46,30568950.0,14709255,
1472,28,25632266.0,10234174,Bachillerato
1473,33,32004655.0,12077890,Técnico
1474,35,10000000.0,4281160,Posgrado
1475,27,12017410.0,9258103,Profesional
1476,41,40820356.0,13119457,Profesional
1477,33,50389765.0,21006423,Técnico
1478,39,,6840890,Bachillerato
1479,26,26554074.0,14433780,Posgrado
1480,30,34763118.0,9455507,Posgrado
1481,42,42427900.0,7360471,Bachillerato
1482,31,10884706.0,5676845,Profesional
1483,52,19262828.0,7353143,Técnico
1484,31,25404026.0,17604645,Técnico
1485,37,42638921.0,12433300,Profesional
1486,44,104628148.0,356580,Profesional
1487,20,26767662.0,11241528,Profesional
1488,18,14845676.0,6912337,Bachillerato
1489,19,36683659.0,22803728,Técnico
1490,47,58072676.0,144279,Técnico
1491,29,31664761.0,19821746,Técnico
1492,60,19065360.0,7046875,Profesional
1493,29,48433627.0,8620623,Técnico
1494,36,,5341035,Técnico
1495,50,17960177.0,14093191,Técnico
1496,55,36303356.0,6457019,
1497,55,49394059.0,17721711,Profesional
1498,47,54170820.0,22192948,Profesional
1499,45,29019641.0,7434082,Bachillerato
1500,40,25082180.0,9640110,Técnico
1501,42,55414112.0,14015973,Bachillerato
1502,29,16380918.0,8387092,Bachillerato
1503,26,37355756.0,26601258,Técnico
1504,34,15122505.0,3054718,Bachillerato
1505,33,51105162.0,24999089,Profesional
1506,30,26368618.0,18058197,Posgrado
1507,41,56570576.0,39849875,Bachillerato
1508,44,38355723.0,28917010,
1509,35,16274301.0,4612199,Bachillerato
1510,49,61161092.0,27136974,Profesional
1511,23,65158320.0,7390987,Profesional
1512,33,46634500.0,13491219,Posgrado
1513,27,20499560.0,1000000,Bachillerato
1514,18,25743712.0,9771087,Técnico
1515,34,32262675.0,21931301,Bachillerato
1516,33,21101458.0,8260792,Técnico
1517,50,69921324.0,30980003,Posgrado
1518,41,32244923.0,16208026,Profesional
1519,24,10000000.0,6369479,Profesional
1520,53,35547694.0,22413168,Profesional
1521,47,25206923.0,5232240,Posgrado
1522,40,28896893.0,11127304,Técnico
1523,32,24950346.0,10437309,Bachillerato
1524,25,,3138597,Profesional
1525,31,52511976.0,23918811,Técnico
1526,45,34560933.0,24290955,Bachillerato
1527,53,25318662.0,1394993,Bachillerato
1528,50,29386305.0,3609013,Profesional
1529,30,,5872007,Profesional
1530,23,20085182.0,13872336,
1531,36,40071353.0,26242050,Profesional
1532,18,37758799.0,11520038,Profesional
1533,38,64807283.0,23732874,Posgrado
1534,33,56197499.0,34774713,Profesional
1535,30,21292606.0,7722247,Profesional
1536,19,,25091165,Profesional
1537,40,18647660.0,12247336,Técnico
1538,29,42485525.0,19796221,Técnico
1539,23,23170740.0,4050733,Profesional
1540,18,,17985587,Bachillerato
1541,34,34508996.0,23422784,Técnico
1542,52,10000000.0,1477918,Profesional
1543,51,12499761.0,1000000,Bachillerato
1544,30,27452340.0,19319200,Bachillerato
1545,28,31262467.0,7832440,Profesional
1546,39,24941622.0,9898542,Profesional
1547,25,13619181.0,1328194,Profesional
1548,38,19930504.0,5802062,Profesional
1549,42,36481381.0,11240998,Profesional
1550,47,40128558.0,8882613,Técnico
1551,33,,10746752,Bachillerato
1552,32,53496395.0,20562756,Bachillerato
1553,26,36594424.0,18802350,Profesional
1554,26,20644925.0,17555904,Profesional
1555,32,26074200.0,14502912,Profesional
1556,38,14876225.0,10016094,Profesional
1557,44,28420988.0,8541320,Bachillerato
1558,26,52313145.0,21962142,Profesional
1559,49,42260059.0,18186430,Técnico
1560,32,60473306.0,5586679,Técnico
1561,34,25784015.0,3768657,Profesional
1562,27,,11788381,Posgrado
1563,18,27236153.0,7391651,Profesional
1564,43,62614064.0,37800892,Posgrado
1565,42,29673933.0,5627468,Bachillerato
1566,32,42726232.0,23117181,Bachillerato
1567,35,62724590.0,42295033,Bachillerato
1568,40,27234473.0,24321644,Técnico
1569,19,33461377.0,20768982,
1570,29,57147125.0,17097834,Profesional
1571,42,28069843.0,13479835,Profesional
1572,22,15498623.0,3755774,Posgrado
1573,37,23857859.0,51151058,Posgrado
1574,21,,12245820,Bachillerato
1575,39,32478405.0,12991956,Posgrado
1576,34,53474276.0,15916265,Profesional
1577,18,22130360.0,11115959,Profesional
1578,46,18124478.0,6165858,Profesional
1579,27,34058036.0,3918814,Bachillerato
1580,26,12239386.0,5198352,Posgrado
1581,37,25977852.0,6554718,Profesional
1582,46,33910229.0,25617022,
1583,24,26212107.0,8225824,Posgrado
1584,35,13866445.0,11695660,Profesional
1585,39,66572152.0,27647767,Bachillerato
1586,41,31593975.0,14412336,Bachillerato
1587,36,61360937.0,35164888,Técnico
1588,31,26342385.0,22953799,Bachillerato
1589,26,,8750800,Profesional
1590,35,34322044.0,18379127,Técnico
1591,24,26931694.0,4977186,Posgrado
1592,18,16648442.0,3572930,Profesional
1593,39,62557711.0,20169822,Bachillerato
1594,44,21978446.0,6193383,Profesional
1595,18,11953978.0,4887429,Profesional
1596,24,58281248.0,32463967,Profesional
1597,41,23313867.0,10186954,Profesional
1598,55,22137775.0,3931503,Bachillerato
1599,35,12410012.0,7905352,Profesional
1600,27,71641042.0,9749511,Profesional
1601,33,15743964.0,7407916,Profesional
1602,48,30889679.0,8070835,Profesional
1603,28,47347193.0,13670813,Bachillerato
1604,27,37042127.0,14024216,Bachillerato
1605,30,29118398.0,1000000,Profesional
1606,25,12811772.0,3165804,Posgrado
1607,36,20012057.0,7075373,Técnico
1608,51,32953502.0,4148592,Técnico
1609,38,20238977.0,6444691,Bachillerato
1610,32,33210866.0,16532699,Técnico
1611,32,42185184.0,336829,Técnico
1612,19,48542942.0,20971893,Técnico
1613,43,16250240.0,1706596,
1614,34,89973970.0,43006232,Técnico
1615,33,44032898.0,22593961,Bachillerato
1616,66,,7556432,Técnico
1617,37,51726264.0,24896448,Posgrado
1618,27,97895567.0,51137533,Profesional
1619,30,14611915.0,1000000,Posgrado
1620,46,26804400.0,20905259,Profesional
1621,36,10000000.0,1000000,Técnico
1622,20,33033531.0,4476326,Bachillerato
1623,44,36013522.0,13298717,Profesional
1624,28,29418282.0,8568117,Profesional
1625,53,21626741.0,5978714,Profesional
1626,45,10766507.0,3475636,Profesional
1627,30,36160386.0,21447026,
1628,47,62110473.0,36100971,Bachillerato
1629,35,22324576.0,13365138,Profesional
1630,43,37383422.0,4651630,Profesional
1631,39,13696293.0,5811457,Técnico
1632,26,37705422.0,17890454,Profesional
1633,28,24643328.0,4622219,Profesional
1634,45,20491054.0,10858827,Bachillerato
1635,31,20512112.0,3418024,Técnico
1636,30,24640503.0,1000000,Técnico
1637,25,36321652.0,9966240,Técnico
1638,39,15566416.0,10909366,Bachillerato
1639,55,24597374.0,3691553,Bachillerato
1640,24,29384328.0,7958206,Bachillerato
1641,35,17316811.0,1000000,Técnico
1642,49,73665161.0,13497438,Posgrado
1643,34,19578844.0,2088492,Bachillerato
1644,39,21466185.0,6568329,Técnico
1645,24,18394347.0,7059634,Técnico
1646,39,73732038.0,30633190,Profesional
1647,33,39553334.0,22909316,Bachillerato
1648,44,18782045.0,15530620,Bachillerato
1649,46,52159856.0,10388985,Bachillerato
1650,60,33166712.0,1000000,Posgrado
1651,40,34117965.0,24552069,Profesional
1652,38,25253348.0,1000000,Bachillerato
1653,36,20624700.0,4589741,Técnico
1654,31,35519449.0,1699589,Bachillerato
1655,38,22843206.0,17324383,Bachillerato
1656,32,74408873.0,37759803,Profesional
1657,36,15903700.0,8782159,Profesional
1658,48,64668600.0,40498792,Profesional
1659,24,28375836.0,10566188,Técnico
1660,46,34839097.0,13841581,Profesional
1661,48,45502909.0,12742325,Técnico
1662,33,21890937.0,1116207,Técnico
1663,18,46215792.0,6297890,Profesional
1664,28,10000000.0,1780256,Bachillerato
1665,47,20930399.0,7229491,Profesional
1666,34,18900076.0,5900938,Posgrado
1667,25,16029718.0,2232214,Bachillerato
1668,29,26942904.0,20184046,
1669,43,36381935.0,15104824,Bachillerato
1670,40,42628684.0,32194037,Técnico
1671,32,33839736.0,18527514,Profesional
1672,31,21506401.0,6979302,Profesional
1673,31,36078805.0,13038942,Bachillerato
1674,25,31923430.0,4459203,Profesional
1675,51,47905267.0,8568741,Posgrado
1676,31,44241609.0,29599942,Bachillerato
1677,47,30460647.0,20500348,Posgrado
1678,50,17794773.0,9820703,Profesional
1679,44,21643870.0,3197047,
1680,30,22789563.0,9830668,Bachillerato
1681,39,25624891.0,1000000,Profesional
1682,34,34302649.0,12215491,Bachillerato
1683,25,42896257.0,11038439,Posgrado
1684,38,29242935.0,9351347,Profesional
1685,23,30242849.0,1000000,Técnico
1686,46,32228480.0,9911711,Bachillerato
1687,30,23178954.0,3681088,Profesional
1688,37,18887517.0,8912742,Profesional
1689,37,12471903.0,12471903,
1690,32,21191977.0,5160210,Técnico
1691,40,38006990.0,21218097,Profesional
1692,30,21109890.0,9290140,Técnico
1693,43,26636803.0,18473791,Bachillerato
1694,21,37879611.0,23183448,Posgrado
1695,36,38921318.0,17658592,Técnico
1696,54,,13071915,Técnico
1697,24,49388967.0,8576656,Bachillerato
1698,28,52713544.0,20039515,Posgrado
1699,40,17052084.0,9119292,Bachillerato
1700,36,19871349.0,9717337,Profesional
1701,38,54420598.0,29566824,Posgrado
1702,39,27876125.0,16534884,Bachillerato
1703,41,10000000.0,6328315,Profesional
1704,46,14899931.0,8371775,Técnico
1705,39,26483252.0,16245621,Profesional
1706,32,16771416.0,8099267,Técnico
1707,41,,15638130,Profesional
1708,53,30489900.0,18288206,Técnico
1709,33,62322635.0,33575195,Bachillerato
1710,25,25944779.0,11319959,Posgrado
1711,46,51288588.0,14653157,Bachillerato
1712,33,61287595.0,5231397,Profesional
1713,18,61457889.0,43228274,Bachillerato
1714,43,34590347.0,13647602,Técnico
1715,29,11240831.0,3783824,Profesional
1716,34,,7507074,Bachillerato
1717,38,,32526912,Posgrado
1718,36,28808308.0,20042443,Profesional
1719,42,71771633.0,44334401,Técnico
1720,30,46113887.0,16141732,Profesional
1721,40,39858435.0,16321568,Técnico
1722,32,51644708.0,19168568,Técnico
1723,42,35441459.0,2279689,Profesional
1724,41,10000000.0,6711586,Técnico
1725,25,23374084.0,1000000,Bachillerato
1726,45,54586215.0,20271802,Profesional
1727,29,20033416.0,5846201,Profesional
1728,43,26828402.0,9540563,Profesional
1729,38,17792539.0,10607846,Profesional
1730,53,73197310.0,5831468,Profesional
1731,32,69542884.0,37024368,Profesional
1732,31,19283753.0,2497615,Técnico
1733,34,32292867.0,1657859,Posgrado
1734,31,21347835.0,9270762,Bachillerato
1735,42,40799494.0,7668992,Profesional
1736,18,38707714.0,29339509,Posgrado
1737,24,45017448.0,22182532,
1738,24,35415748.0,4887942,Posgrado
1739,44,130177705.0,14320349,Técnico
1740,52,17943635.0,9271705,Técnico
1741,33,12754647.0,8424255,Posgrado
1742,33,24646928.0,7399001,Técnico
1743,35,13697361.0,8278705,Profesional
1744,46,,4054463,Bachillerato
1745,25,18183963.0,7746049,Profesional
1746,37,18917793.0,6110535,Profesional
1747,44,18613522.0,7845234,Técnico
1748,40,38873269.0,17921029,Profesional
1749,36,23291834.0,12175044,Profesional
1750,45,27424591.0,10451987,
1751,18,46913888.0,35495641,Profesional
1752,41,,1411852,Profesional
1753,28,26283054.0,18581323,Bachillerato
1754,18,,16477582,Profesional
1755,40,11363579.0,2871988,Técnico
1756,48,10000000.0,1816082,Técnico
1757,33,35668075.0,8982557,
1758,44,38367261.0,25721235,Profesional
1759,51,84209475.0,40721761,Posgrado
1760,48,32467669.0,2067015,Bachillerato
1761,51,45198650.0,15670383,Técnico
1762,42,27206639.0,1000000,Bachillerato
1763,35,34806738.0,29051827,Profesional
1764,18,69049649.0,45708097,Técnico
1765,32,10372944.0,1589375,Profesional
1766,26,36892397.0,20726093,Técnico
1767,56,87268602.0,59592097,Profesional
1768,33,34543330.0,8309305,Profesional
1769,36,68476037.0,38789694,Posgrado
1770,40,21902292.0,5382546,Bachillerato
1771,35,29523118.0,12625492,Profesional
1772,51,30507108.0,11554817,Profesional
1773,28,10000000.0,5526837,Profesional
1774,36,16728409.0,7725321,Bachillerato
1775,27,17335559.0,1000000,Posgrado
1776,21,45251255.0,25750993,Técnico
1777,28,46398815.0,14818079,Bachillerato
1778,34,35276450.0,9449315,Profesional
1779,30,45297363.0,32941614,Profesional
1780,28,27636094.0,3792614,Profesional
1781,20,54716385.0,21003183,Técnico
1782,34,30132116.0,18777299,Técnico
1783,19,30880638.0,10985838,Profesional
1784,42,26269302.0,1109306,Técnico
1785,35,42242322.0,18093921,Posgrado
1786,20,24302955.0,16684367,Posgrado
1787,31,48882187.0,20528874,Profesional
1788,27,17032491.0,10136217,Bachillerato
1789,38,17317875.0,5057432,Posgrado
1790,48,42305231.0,8072117,Bachillerato
1791,18,28700807.0,15816280,Bachillerato
1792,36,23908921.0,5472004,Bachillerato
1793,33,46816057.0,27717146,Bachillerato
1794,41,22144002.0,12792371,Profesional
1795,37,27142391.0,8525417,Profesional
1796,27,60389264.0,8361502,
1797,31,,42092360,Bachillerato
1798,27,65851123.0,22848767,Profesional
1799,45,26053040.0,11929320,Posgrado
1800,35,55509203.0,38538200,Profesional
1801,54,18666322.0,11388428,Profesional
1802,34,19062936.0,2686261,Bachillerato
1803,27,10000000.0,9562379,Profesional
1804,19,69243652.0,48632001,Técnico
1805,18,19476477.0,4495230,Profesional
1806,19,28160804.0,392786,Profesional
1807,37,19030352.0,5997564,Profesional
1808,40,42469238.0,15021090,Profesional
1809,19,24862994.0,15886927,Profesional
1810,43,15623699.0,13647324,Bachillerato
1811,30,37413390.0,8301975,Profesional
1812,36,14648418.0,6015639,Profesional
1813,51,19736989.0,5138403,Técnico
1814,43,,3675919,Técnico
1815,32,14720165.0,5758572,Bachillerato
1816,26,32801097.0,10319899,Técnico
1817,18,11233825.0,6146653,Posgrado
1818,27,14305220.0,6211009,Técnico
1819,32,29964487.0,3666779,Profesional
1820,25,22860120.0,11078507,Profesional
1821,33,81224400.0,18079213,Bachillerato
1822,35,,21677264,Posgrado
1823,32,19438121.0,8316181,Técnico
1824,28,39637125.0,21058770,Posgrado
1825,36,43634087.0,7686522,Bachillerato
1826,39,22252579.0,4943201,Bachillerato
1827,24,14202622.0,11437770,Técnico
1828,49,29816089.0,6290395,Técnico
1829,34,27516189.0,20536303,Profesional
1830,35,24126604.0,8473077,Bachillerato
1831,42,37425631.0,8587114,Profesional
1832,37,20611157.0,9914299,Bachillerato
1833,44,16864294.0,7921417,Profesional
1834,37,31681688.0,20073275,Profesional
1835,28,36385939.0,3512254,Profesional
1836,38,16657738.0,4453867,Bachillerato
1837,23,47714850.0,7883518,Profesional
1838,36,12378446.0,3857849,Bachillerato
1839,34,22469091.0,9871853,Bachillerato
1840,32,26369106.0,228686,Profesional
1841,33,21825642.0,10776614,Posgrado
1842,18,22616215.0,7359027,Posgrado
1843,29,76457468.0,54077456,Profesional
1844,35,19604425.0,7277712,Profesional
1845,36,101677724.0,9528669,Posgrado
1846,24,37328636.0,10778587,Profesional
1847,47,31413098.0,9658988,Técnico
1848,26,38065850.0,7038777,Posgrado
1849,44,106288942.0,41247571,
1850,39,18254303.0,7683138,Bachillerato
1851,28,17132691.0,9285087,Profesional
1852,52,20568572.0,11837899,Bachillerato
1853,23,30486042.0,12990303,Técnico
1854,44,12658283.0,9754235,Técnico
1855,45,30336966.0,20923167,Profesional
1856,28,69963309.0,13476822,Posgrado
1857,48,32359287.0,9795429,Bachillerato
1858,32,25915847.0,11050289,Técnico
1859,37,22023656.0,4513593,Bachillerato
1860,37,47014366.0,13059307,Profesional
1861,33,,14489775,Profesional
1862,43,75519835.0,28143487,Profesional
1863,42,78876020.0,27280325,Bachillerato
1864,18,34109392.0,28758525,Profesional
1865,48,29827769.0,2466173,Profesional
1866,18,50225721.0,18519114,Bachillerato
1867,45,51862533.0,30040486,Técnico
1868,46,20049445.0,5698602,
1869,24,,16648529,Posgrado
1870,30,15487351.0,1000000,Profesional
1871,23,36808538.0,25315436,Profesional
1872,32,41867560.0,14632704,Posgrado
1873,31,15275260.0,4131943,Profesional
1874,42,23893296.0,13326844,Posgrado
1875,48,15295679.0,6017021,Bachillerato
1876,48,19140327.0,1039861,Profesional
1877,29,39516010.0,19079077,Profesional
1878,32,20789672.0,1813889,Profesional
1879,18,25810577.0,7303539,Bachillerato
1880,26,13297040.0,5328404,Técnico
1881,44,32940156.0,20268505,Técnico
1882,51,29343196.0,13526783,Técnico
1883,22,20836739.0,5835370,Técnico
1884,29,27294636.0,9096154,Profesional
1885,34,32830068.0,17368470,Posgrado
1886,37,19960659.0,8650038,Profesional
1887,26,14340190.0,2393625,Profesional
1888,39,73994043.0,29585207,Posgrado
1889,30,21857869.0,8936978,Técnico
1890,34,28583148.0,17796785,Técnico
1891,40,49730441.0,26864891,Bachillerato
1892,35,175164402.0,19954456,Posgrado
1893,999,16102171.0,8733854,Bachillerato
1894,33,,2593807,Profesional
1895,34,21060963.0,6018362,Técnico
1896,31,22915240.0,22915240,Posgrado
1897,32,20928071.0,10814520,Técnico
1898,50,17087887.0,5820659,Profesional
1899,40,29386979.0,18437458,
1900,32,14352814.0,13802282,Técnico
1901,41,48163485.0,30404086,Profesional
1902,31,30836493.0,16342257,Posgrado
1903,46,37055428.0,13292374,Profesional
1904,38,23762366.0,11361062,Posgrado
1905,33,29976490.0,7142331,Profesional
1906,39,34638969.0,18167362,Profesional
1907,19,16762966.0,409027,Técnico
1908,23,25083296.0,8524768,Técnico
1909,23,19519044.0,11793578,Bachillerato
1910,36,19219261.0,14157269,Posgrado
1911,52,10446617.0,7640576,Posgrado
1912,57,58607382.0,13566088,Profesional
1913,41,21283412.0,107102,Técnico
1914,40,53671675.0,11199262,Bachillerato
1915,18,51192525.0,17974102,Posgrado
1916,29,15771389.0,1000000,Bachillerato
1917,27,17409077.0,9227517,Profesional
1918,28,107926329.0,31843316,Técnico
1919,33,71999584.0,50265336,Técnico
1920,30,29530928.0,6423759,Profesional
1921,18,34120007.0,15699735,Bachillerato
1922,42,21884402.0,4937303,Técnico
1923,24,37239638.0,16483695,Posgrado
1924,37,20959802.0,15839965,Profesional
1925,55,10859285.0,5104235,Profesional
1926,25,15493483.0,7315164,Profesional
1927,18,30318065.0,14721888,Bachillerato
1928,32,17041708.0,6569173,Bachillerato
1929,46,29007622.0,18347110,Profesional
1930,54,17529178.0,11801301,Técnico
1931,22,20287814.0,5312922,Técnico
1932,39,45960394.0,34621302,Profesional
1933,30,33951656.0,4410373,Bachillerato
1934,33,29855383.0,5861232,Profesional
1935,61,46557093.0,5012551,Bachillerato
1936,19,38149081.0,13311019,Bachillerato
1937,37,61835586.0,33197747,Técnico
1938,39,23837685.0,15962949,Profesional
1939,45,24200659.0,19657010,Bachillerato
1940,35,,7267539,Profesional
1941,38,,13222478,Profesional
1942,31,48597997.0,30538827,Bachillerato
1943,37,57465862.0,22303912,Profesional
1944,31,48489630.0,29275397,Posgrado
1945,41,12232562.0,8119841,
1946,31,51561227.0,22881786,Bachillerato
1947,38,11964429.0,2703614,Profesional
1948,34,47005097.0,27852648,Profesional
1949,46,24960763.0,12992200,Bachillerato
1950,34,42625984.0,11572921,Bachillerato
1951,18,15409330.0,6248273,Bachillerato
1952,-5,53881177.0,18186289,Bachillerato
1953,25,14421353.0,10815772,Técnico
1954,28,21476727.0,7039251,Profesional
1955,29,18213263.0,9117627,Técnico
1956,48,12479096.0,9916060,Posgrado
1957,18,31451955.0,7767238,Profesional
